"","x"
"1055",8.65958677685951
"1056",0.0595867768595042
"1057",-0.230413223140495
"1058",-1.82041322314049
"1059",0.229586776859506
"1060",-1.38041322314049
"1061",-2.9304132231405
"1062",-1.2104132231405
"1063",-1.20041322314049
"1064",3.0295867768595
"1065",0.429586776859505
"1066",1.49958677685951
"1067",-4.58041322314049
"1068",-0.160413223140495
"1069",-1.22041322314049
"1070",-1.5604132231405
"1071",-1.6404132231405
"1072",-2.74041322314049
"1073",0.809586776859506
"1074",0.989586776859506
"1075",-6.29041322314049
"1076",6.8695867768595
"1077",0.499586776859505
"1078",-2.4304132231405
"1079",0.479586776859506
"1080",-1.8904132231405
"1081",0.909586776859504
"1082",4.31958677685951
"1083",0.289586776859506
"1084",-3.95041322314049
"1085",-2.8004132231405
"1086",1.59958677685951
"1087",-6.1404132231405
"1088",-3.36041322314049
"1089",-4.6504132231405
"1090",-1.5804132231405
"1091",-1.1904132231405
"1092",0.679586776859505
"1093",-4.8204132231405
"1094",-1.1304132231405
"1095",1.6595867768595
"1096",1.4095867768595
"1097",-0.640413223140495
"1098",-1.70041322314049
"1099",1.4595867768595
"1100",-5.39041322314049
"1101",-1.4204132231405
"1102",1.25958677685951
"1103",-4.61041322314049
"1104",-5.9104132231405
"1105",-2.8404132231405
"1106",-3.5904132231405
"1107",-4.75041322314049
"1108",-4.9704132231405
"1109",1.8895867768595
"1110",1.48958677685951
"1111",-4.88041322314049
"1112",3.9795867768595
"1113",3.8795867768595
"1114",-4.7504132231405
"1115",1.8195867768595
"1116",-4.6304132231405
"1117",7.08958677685951
"1118",8.80958677685951
"1119",8.92958677685951
"1120",1.4695867768595
"1121",6.6995867768595
"1122",2.3595867768595
"1123",1.05958677685951
"1124",1.00958677685951
"1125",-1.61041322314049
"1126",1.06958677685951
"1127",-4.5104132231405
"1128",-1.9304132231405
"1129",0.389586776859506
"1130",5.6595867768595
"1131",-5.42041322314049
"1132",-0.250413223140495
"1133",2.45958677685951
"1134",1.9795867768595
"1135",-1.6704132231405
"1136",3.7095867768595
"1137",2.2095867768595
"1138",4.6695867768595
"1139",-2.66041322314049
"1140",1.7895867768595
"1141",-1.29041322314049
"1142",-3.48041322314049
"1143",0.199586776859507
"1144",-5.26041322314049
"1145",9.7095867768595
"1146",4.46958677685951
"1147",-3.10041322314049
"1148",0.399586776859504
"1149",-5.37041322314049
"1150",-1.02041322314049
"1151",-0.570413223140495
"1152",4.8595867768595
"1153",-0.910413223140496
"1154",1.04958677685951
"1155",7.1995867768595
"1156",1.51958677685951
"1157",0.00958677685950526
"1158",-3.0904132231405
"1159",-1.53041322314049
"1160",-4.0104132231405
"1161",6.1295867768595
"1162",-4.3704132231405
"1163",-6.09041322314049
"1164",-6.0804132231405
"1165",-3.8904132231405
"1166",1.82958677685951
"1167",-3.86041322314049
"1168",-5.6904132231405
"1169",0.399586776859504
"1170",6.1495867768595
"1171",6.2095867768595
